学号,姓名,性别,民族,政治面貌,出生日期,手机,邮箱,年级,学院,专业,班级,生源地,辅导员工号
202500770,贾天佑,男,满族,共青团员,2007-10-11,19303067550,202500770@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2501班,黑龙江哈尔滨,C0007
202500771,邵俊杰,男,汉族,共青团员,2007-06-27,19367237586,202500771@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,山东济宁,C0007
202500772,周承宇,男,汉族,共青团员,2007-05-24,13478347506,202500772@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,山东济宁,C0007
202500773,汤启铭,男,汉族,共青团员,2007-10-05,13821235923,202500773@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,河北石家庄,C0007
202500774,肖启铭,男,汉族,共青团员,2007-05-23,13237521953,202500774@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,山东淄博,C0007
202500775,石欣怡,女,汉族,共青团员,2007-05-04,17343222417,202500775@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,山东烟台,C0007
202500776,李思远,男,朝鲜族,共青团员,2007-12-09,15572859963,202500776@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,河南郑州,C0007
202500777,汪沛东,男,满族,共青团员,2007-07-14,17536112529,202500777@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,河北石家庄,C0007
202500778,许采薇,女,汉族,共青团员,2007-03-01,17253339063,202500778@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,山东济南,C0007
202500779,武志强,男,蒙古族,共青团员,2007-04-27,13490516543,202500779@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,吉林长春,C0007
202500780,薛芳菲,女,汉族,共青团员,2007-02-20,17314390662,202500780@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,辽宁大连,C0007
202500781,王宇轩,男,壮族,共青团员,2007-09-08,18468649531,202500781@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,山东临沂,C0007
202500782,毛承宇,男,汉族,共青团员,2007-07-18,15192667512,202500782@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,江苏徐州,C0007
202500783,钱俊杰,男,朝鲜族,群众,2007-06-11,19436154871,202500783@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,山西太原,C0007
202500784,袁朗峰,男,汉族,共青团员,2007-01-25,13400990648,202500784@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,河南郑州,C0007
202500785,侯振宇,男,汉族,共青团员,2007-01-24,19802310160,202500785@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,山东青岛,C0007
202500786,戴欣怡,女,汉族,群众,2007-10-05,17216315583,202500786@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,辽宁大连,C0007
202500787,韩明哲,男,汉族,共青团员,2007-09-17,13481689775,202500787@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,山东烟台,C0007
202500788,林庆丰,男,汉族,共青团员,2007-03-09,18661136495,202500788@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,吉林长春,C0007
202500789,莫沛东,男,汉族,共青团员,2007-10-20,15435347117,202500789@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,河北石家庄,C0007
202500790,胡振宇,男,蒙古族,共青团员,2007-06-24,17383045599,202500790@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,吉林长春,C0007
202500791,高昊天,男,汉族,共青团员,2007-01-08,19689526494,202500791@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,安徽合肥,C0007
202500792,姚立群,男,汉族,共青团员,2007-11-22,13284583853,202500792@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,山东烟台,C0007
202500793,叶静怡,女,回族,共青团员,2007-09-20,15003479636,202500793@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,山西太原,C0007
202500794,覃依琳,女,汉族,共青团员,2007-12-12,18917678546,202500794@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,山西太原,C0007
202500795,赵书航,男,汉族,共青团员,2007-06-02,13997868603,202500795@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,山东青岛,C0007
202500796,宋晓萱,女,汉族,共青团员,2007-01-10,19265309649,202500796@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,江苏徐州,C0007
202500797,武明哲,男,汉族,共青团员,2007-01-16,18023037052,202500797@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,山西太原,C0007
202500798,秦宇轩,男,蒙古族,群众,2007-08-22,13011507702,202500798@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,河北石家庄,C0007
202500799,严向阳,男,汉族,共青团员,2007-06-20,18643207749,202500799@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,山东济宁,C0007
202500800,段书瑶,女,汉族,共青团员,2007-01-21,15416927387,202500800@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,山东济宁,C0007
202500801,林雅雯,女,汉族,共青团员,2007-07-24,15392720070,202500801@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,山东潍坊,C0007
202500802,史家豪,男,回族,群众,2007-12-18,13066069617,202500802@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,山东济宁,C0007
202500803,韦慕青,女,朝鲜族,共青团员,2007-06-20,18016215633,202500803@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,山东临沂,C0007
202500804,谢书航,男,汉族,共青团员,2007-09-11,15941782142,202500804@hitwh.edu.cn,2025级,汽车工程学院,能源与动力工程,能动2502班,山西太原,C0007
202500805,崔朗峰,男,朝鲜族,共青团员,2007-07-15,17735956407,202500805@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2501班,山西太原,C0011
202500806,石启铭,男,蒙古族,共青团员,2007-02-20,15188718560,202500806@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2501班,山东济南,C0011
202500807,雷鸿飞,男,汉族,群众,2007-07-18,17355569215,202500807@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2501班,山东烟台,C0011
202500808,薛慕青,女,汉族,共青团员,2007-04-13,18439122706,202500808@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2501班,黑龙江哈尔滨,C0011
202500809,蔡乐容,女,汉族,共青团员,2007-12-28,13207718227,202500809@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2501班,山东青岛,C0011
202500810,范书航,男,蒙古族,共青团员,2007-10-01,15864581955,202500810@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2501班,河南郑州,C0011
202500811,马致远,男,汉族,群众,2007-02-25,15218123096,202500811@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2501班,山东济南,C0011
202500812,卢志强,男,汉族,群众,2007-04-16,15058118204,202500812@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2501班,山东青岛,C0011
202500813,白振宇,男,壮族,群众,2007-01-14,13458517333,202500813@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2501班,辽宁大连,C0011
202500814,肖文博,男,汉族,群众,2007-04-11,15849910950,202500814@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2501班,山东济南,C0011
202500815,雷俊杰,男,汉族,共青团员,2007-10-12,17314972187,202500815@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2501班,山东济南,C0011
202500816,叶亦驰,男,汉族,共青团员,2007-12-05,19088967562,202500816@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2501班,江苏徐州,C0011
202500817,薛清扬,女,汉族,共青团员,2007-09-11,13630349720,202500817@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2501班,山东烟台,C0011
202500818,韦子轩,男,汉族,共青团员,2007-08-21,13423531975,202500818@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2501班,辽宁大连,C0011
202500819,侯泽楷,男,朝鲜族,共青团员,2007-12-06,17745157763,202500819@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2501班,吉林长春,C0011
202500820,金诗涵,女,朝鲜族,共青团员,2007-05-15,17788237863,202500820@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2501班,江苏徐州,C0011
202500821,方浩然,男,汉族,共青团员,2007-09-23,15517439603,202500821@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2501班,山东淄博,C0011
202500822,汪昊天,男,汉族,共青团员,2007-01-17,18198786717,202500822@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2501班,江苏徐州,C0011
202500823,赵诗涵,女,蒙古族,共青团员,2007-02-03,13878217382,202500823@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2501班,河北石家庄,C0011
202500824,田映真,女,汉族,共青团员,2007-05-01,18232499735,202500824@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2501班,黑龙江哈尔滨,C0011
202500825,田致远,男,满族,共青团员,2007-11-07,15407633324,202500825@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2501班,河南郑州,C0011
202500826,崔文博,男,汉族,共青团员,2007-06-22,19899241183,202500826@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2501班,辽宁大连,C0011
202500827,郝宗翰,男,回族,共青团员,2007-01-25,13818087075,202500827@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2501班,安徽合肥,C0011
202500828,汪书航,男,朝鲜族,共青团员,2007-01-13,13433765276,202500828@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2501班,河南郑州,C0011
202500829,白欣怡,女,汉族,共青团员,2007-09-28,17853982217,202500829@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2501班,山东济宁,C0011
202500830,贺海宁,女,汉族,群众,2007-01-03,18362189459,202500830@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2501班,江苏徐州,C0011
202500831,高志强,男,蒙古族,共青团员,2007-03-17,18449383768,202500831@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2501班,山东济南,C0011
202500832,覃承宇,男,汉族,群众,2007-07-03,18174373150,202500832@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2501班,山东烟台,C0011
202500833,宋庆丰,男,汉族,共青团员,2007-12-15,17719219917,202500833@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2501班,山东济宁,C0011
202500834,冯云舟,男,汉族,共青团员,2007-01-10,13960902315,202500834@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2501班,安徽合肥,C0011
202500835,戴梦洁,女,汉族,共青团员,2007-12-01,17516908011,202500835@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2501班,山东烟台,C0011
202500836,陶启铭,男,回族,共青团员,2007-09-21,17759033068,202500836@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2501班,黑龙江哈尔滨,C0011
202500837,邓子轩,男,汉族,共青团员,2007-12-21,17752263960,202500837@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2501班,山东济宁,C0011
202500838,宋语嫣,女,汉族,共青团员,2007-07-02,18789221195,202500838@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2502班,江苏徐州,C0011
202500839,贾振宇,男,壮族,共青团员,2007-03-23,19625696517,202500839@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2502班,山东烟台,C0011
202500840,严志强,男,壮族,共青团员,2007-02-14,19149065951,202500840@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2502班,河北石家庄,C0011
202500841,蒋博文,男,汉族,共青团员,2007-03-23,15786299211,202500841@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2502班,山东淄博,C0011
202500842,龙博文,男,回族,共青团员,2007-06-14,19252472010,202500842@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2502班,山东烟台,C0011
202500843,王俊杰,男,汉族,共青团员,2007-04-20,17724538176,202500843@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2502班,山东淄博,C0011
202500844,丁亦驰,男,汉族,群众,2007-02-19,19312276938,202500844@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2502班,山东淄博,C0011
202500845,侯芳菲,女,壮族,群众,2007-03-21,19497856228,202500845@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2502班,山东济宁,C0011
202500846,唐思远,男,回族,共青团员,2007-07-17,18845602888,202500846@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2502班,山东烟台,C0011
202500847,严泽楷,男,汉族,群众,2007-11-11,15814895718,202500847@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2502班,山东青岛,C0011
202500848,邹俊杰,男,满族,共青团员,2007-09-26,19733494196,202500848@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2502班,山东潍坊,C0011
202500849,侯承宇,男,汉族,共青团员,2007-08-12,17532372187,202500849@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2502班,河南郑州,C0011
202500850,汤立群,男,汉族,共青团员,2007-10-08,19468054196,202500850@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2502班,吉林长春,C0011
202500851,范志强,男,汉族,共青团员,2007-01-20,15088011140,202500851@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2502班,河南郑州,C0011
202500852,王致远,男,回族,共青团员,2007-09-03,18971187624,202500852@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2502班,山东烟台,C0011
202500853,何依琳,女,汉族,共青团员,2007-02-15,17523125804,202500853@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2502班,山东烟台,C0011
202500854,龚文博,男,汉族,共青团员,2007-10-09,17573237258,202500854@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2502班,山西太原,C0011
202500855,罗启铭,男,满族,共青团员,2007-05-07,13562241968,202500855@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2502班,山东潍坊,C0011
202500856,李承宇,男,汉族,共青团员,2007-06-26,18489409718,202500856@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2502班,河南郑州,C0011
202500857,陶云舟,男,汉族,共青团员,2007-08-12,13519706104,202500857@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2502班,山西太原,C0011
202500858,唐雨桐,女,朝鲜族,共青团员,2007-10-23,13876722685,202500858@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2502班,山东临沂,C0011
202500859,邓承宇,男,朝鲜族,群众,2007-01-22,18952063820,202500859@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2502班,吉林长春,C0011
202500860,程志强,男,汉族,群众,2007-10-26,13865896943,202500860@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2502班,山东潍坊,C0011
202500861,顾嘉树,男,汉族,共青团员,2007-12-24,18591634976,202500861@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2502班,山东淄博,C0011
202500862,万庆丰,男,朝鲜族,共青团员,2007-03-09,18229644407,202500862@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2502班,山东潍坊,C0011
202500863,彭亦驰,男,壮族,群众,2007-11-22,15403459925,202500863@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2502班,山东济南,C0011
202500864,李宗翰,男,汉族,共青团员,2007-12-14,15351615934,202500864@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2502班,山东烟台,C0011
202500865,龚天佑,男,汉族,共青团员,2007-06-13,19803207693,202500865@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2502班,山东济宁,C0011
202500866,贺景行,男,回族,共青团员,2007-02-12,15478789563,202500866@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2502班,河北石家庄,C0011
202500867,余慧中,女,汉族,群众,2007-02-28,15895536490,202500867@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2502班,山东临沂,C0011
202500868,郭嘉懿,女,蒙古族,共青团员,2007-06-02,18164234217,202500868@hitwh.edu.cn,2025级,汽车工程学院,机械设计制造及其自动化,机电2502班,辽宁大连,C0011
